Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),environment_(biome),environment_(feature),environment_(material),Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_name,Sequencing_method,SRA Study,Submitter_Id,ENA_first_public,ENA-LAST-UPDATE,Scientific_Name,ENA_first_public,ENA_last_update,INSDC_center_alias
ERR4775597,WGS,101,95580542,PRJEB37924,SAMEA7501124,58443178,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645433,SAMEA7501124,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:17Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:17:00Z,1,SAMEA7501124,ibs_72,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_72,2020-10-30T04:07:59Z,2020-10-29T18:50:17Z,human metagenome,,,
ERR4775598,WGS,101,170662528,PRJEB37924,SAMEA7501125,90951910,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645434,SAMEA7501125,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:17Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:17:00Z,1,SAMEA7501125,ibs_73,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_73,2020-10-30T04:07:59Z,2020-10-29T18:50:17Z,human metagenome,,,
ERR4775599,WGS,101,140331319,PRJEB37924,SAMEA7501126,71047985,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645435,SAMEA7501126,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:17Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-04T22:14:00Z,1,SAMEA7501126,ibs_74,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_74,2020-10-30T04:07:59Z,2020-10-29T18:50:17Z,human metagenome,,,
ERR4775600,WGS,101,209359163,PRJEB37924,SAMEA7501127,116022415,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645436,SAMEA7501127,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:17Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-04T22:14:00Z,1,SAMEA7501127,ibs_75,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_75,2020-10-30T04:07:59Z,2020-10-29T18:50:17Z,human metagenome,,,
ERR4775601,WGS,101,182637290,PRJEB37924,SAMEA7501128,101541912,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645437,SAMEA7501128,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:17Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:18:00Z,1,SAMEA7501128,ibs_76,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_76,2020-10-30T04:07:59Z,2020-10-29T18:50:17Z,human metagenome,,,
ERR4775602,WGS,101,174783025,PRJEB37924,SAMEA7501129,89324909,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645438,SAMEA7501129,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:17Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:18:00Z,1,SAMEA7501129,ibs_77,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_77,2020-10-30T04:07:59Z,2020-10-29T18:50:17Z,human metagenome,,,
ERR4775603,WGS,101,190770820,PRJEB37924,SAMEA7501130,98132084,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645439,SAMEA7501130,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:17Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:19:00Z,1,SAMEA7501130,ibs_78,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_78,2020-10-30T04:07:59Z,2020-10-29T18:50:17Z,human metagenome,,,
ERR4775604,WGS,101,201846379,PRJEB37924,SAMEA7501131,106457546,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645440,SAMEA7501131,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:17Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:19:00Z,1,SAMEA7501131,ibs_79,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_79,2020-10-30T04:07:59Z,2020-10-29T18:50:17Z,human metagenome,,,
ERR4775605,WGS,101,158171656,PRJEB37924,SAMEA7501132,84516190,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645441,SAMEA7501132,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:17Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:19:00Z,1,SAMEA7501132,ibs_80,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_80,2020-10-30T04:07:59Z,2020-10-29T18:50:17Z,human metagenome,,,
ERR4775606,WGS,101,173462551,PRJEB37924,SAMEA7501133,87319604,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645442,SAMEA7501133,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:17Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:19:00Z,1,SAMEA7501133,ibs_81,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_81,2020-10-30T04:07:59Z,2020-10-29T18:50:17Z,human metagenome,,,
ERR4775607,WGS,101,219258981,PRJEB37924,SAMEA7501134,122593893,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645443,SAMEA7501134,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:17Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:19:00Z,1,SAMEA7501134,ibs_82,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_82,2020-10-30T04:07:59Z,2020-10-29T18:50:17Z,human metagenome,,,
ERR4775608,WGS,101,239530186,PRJEB37924,SAMEA7501135,130398685,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645444,SAMEA7501135,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:19:00Z,1,SAMEA7501135,ibs_83,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_83,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,human metagenome,,,
ERR4775609,WGS,101,155533738,PRJEB37924,SAMEA7501136,80302930,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645445,SAMEA7501136,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:18:00Z,1,SAMEA7501136,ibs_84,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_84,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,human metagenome,,,
ERR4775610,WGS,101,81319948,PRJEB37924,SAMEA7501137,41231128,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645446,SAMEA7501137,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:17:00Z,1,SAMEA7501137,ibs_85,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_85,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,human metagenome,,,
ERR4775611,WGS,101,175583652,PRJEB37924,SAMEA7501138,96617874,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645447,SAMEA7501138,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:19:00Z,1,SAMEA7501138,ibs_86,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_86,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,human metagenome,,,
ERR4775612,WGS,101,173284084,PRJEB37924,SAMEA7501139,92631181,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645448,SAMEA7501139,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:19:00Z,1,SAMEA7501139,ibs_87,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_87,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,human metagenome,,,
ERR4775613,WGS,101,167860283,PRJEB37924,SAMEA7501140,83482766,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645449,SAMEA7501140,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:19:00Z,1,SAMEA7501140,ibs_88,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_88,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,human metagenome,,,
ERR4775614,WGS,101,204018485,PRJEB37924,SAMEA7501141,112261063,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645450,SAMEA7501141,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:18:00Z,1,SAMEA7501141,ibs_89,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_89,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,human metagenome,,,
ERR4775615,WGS,101,252174376,PRJEB37924,SAMEA7501142,137723611,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645451,SAMEA7501142,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:19:00Z,1,SAMEA7501142,ibs_90,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_90,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,human metagenome,,,
ERR4775616,WGS,101,162810485,PRJEB37924,SAMEA7501143,82259657,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645452,SAMEA7501143,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-04T22:14:00Z,1,SAMEA7501143,ibs_91,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_91,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,human metagenome,,,
ERR4775617,WGS,101,149867941,PRJEB37924,SAMEA7501144,79944489,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645453,SAMEA7501144,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:19:00Z,1,SAMEA7501144,ibs_92,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_92,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,human metagenome,,,
ERR4775618,WGS,101,204280580,PRJEB37924,SAMEA7501145,109794285,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645454,SAMEA7501145,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:19:00Z,1,SAMEA7501145,ibs_93,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_93,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,human metagenome,,,
ERR4775619,WGS,101,231421098,PRJEB37924,SAMEA7501146,122473109,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645455,SAMEA7501146,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:19:00Z,1,SAMEA7501146,ibs_94,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_94,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,human metagenome,,,
ERR4775620,WGS,101,151229118,PRJEB37924,SAMEA7501147,75084457,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645456,SAMEA7501147,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:18:00Z,1,SAMEA7501147,ibs_95,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_95,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,human metagenome,,,
ERR4775621,WGS,101,44114679,PRJEB37924,SAMEA7501148,22619169,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645457,SAMEA7501148,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:17:00Z,1,SAMEA7501148,ibs_96,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_96,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,human metagenome,,,
ERR4775622,WGS,101,244207698,PRJEB37924,SAMEA7501149,134915697,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645458,SAMEA7501149,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:19:00Z,1,SAMEA7501149,ibs_97,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_97,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,human metagenome,,,
ERR4775623,WGS,101,225482702,PRJEB37924,SAMEA7501150,121923085,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645459,SAMEA7501150,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:19:00Z,1,SAMEA7501150,ibs_98,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_98,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,human metagenome,,,
ERR4775624,WGS,101,123838524,PRJEB37924,SAMEA7501151,68815865,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645460,SAMEA7501151,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:19:00Z,1,SAMEA7501151,ibs_99,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_99,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,human metagenome,,,
ERR4775625,WGS,101,170718987,PRJEB37924,SAMEA7501152,89979539,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645461,SAMEA7501152,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:19:00Z,1,SAMEA7501152,ibs_100,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_100,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,human metagenome,,,
ERR4775626,WGS,101,122087487,PRJEB37924,SAMEA7501153,73636576,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645462,SAMEA7501153,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:18:00Z,1,SAMEA7501153,ibs_101,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_101,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,human metagenome,,,
ERR4775627,WGS,101,191532764,PRJEB37924,SAMEA7501154,103082778,MAYO CLINIC,2016,human metagenome,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-10-30,2020-10-30,lower digestive tract,rectum,feces,ERX4645463,SAMEA7501154,USA,North America,USA,44.9 N,93.2 W,human-gut,MAYO,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,public,Illumina HiSeq 4000,metagenome,unspecified,SINGLE,PCR,METAGENOMIC,human metagenome,ILLUMINA,Longitudinal multi-omics reveals subset-specific mechanisms underlying irritable bowel syndrome,2020-10-31T00:00:00Z,2020-11-05T22:19:00Z,1,SAMEA7501154,ibs_102,"Illumina HiSeq\, single-end reads\, 100 bp length",ERP121278,ibs_102,2020-10-30T04:07:59Z,2020-10-29T18:50:18Z,human metagenome,,,
